id,title,description,subject,grade,thumbnail,video_url,instructor,views,likes,is_premium,uploaded_by,created_at,updated_at,chapter
03d3d7fa-a6b4-4e10-ab17-9901eb43f2b8,Ethiopian Grade 9 Math Unit 5 Part 4 | Circles | Dynamic Tutor,This tutor is Ethiopian Grade 9 Math Unit 5 Part 4. This part covers Circles. The chapter is Geometry and Measurement. The video ...,Mathematics,9,https://i.ytimg.com/vi/0UbOhrjdOOc/hqdefault.jpg,https://www.youtube.com/watch?v=0UbOhrjdOOc,Dynamic Tutorial and Training Services,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:26:59.276441+00,2026-04-03 20:26:59.276441+00,Geometry and Measurement
041c2738-2e6b-42d6-98fa-3a69fc2f2900,Exam Questions on the Linnaean System of Nomenclature and Dichotomous keys (Grade 9 Biology),Link: https://www.youtube.com/watch?v=49nCHevPyak&t=716s Test your knowledge of the Linnaean System of Nomenclature ...,Biology,9,https://i.ytimg.com/vi/iC08N6O3p9o/hqdefault.jpg,https://www.youtube.com/watch?v=iC08N6O3p9o,Biology Tutorial Hub,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:21.956377+00,2026-04-03 20:30:21.956377+00,"Human Health, Nutrition and Disease"
04b945ce-fb0c-40ea-b7d3-f83432aa1aa7,Ethiopian Grade 10 Chemistry Unit_1 p_8 Natural Sources of  Hydrocarbons,Grade_10 #Chemistry #Tutorial #Education Grade 10 Unit 1 part 8 መፅሐፍቶች( በ PDF) ፣ worksheet ፣ exam questions ፣ በ ...,Chemistry,10,https://i.ytimg.com/vi/ZJeEZsTxx2Q/hqdefault.jpg,https://www.youtube.com/watch?v=ZJeEZsTxx2Q,Ethiopian Education,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:33:20.183962+00,2026-04-03 20:33:20.183962+00,Hydrocarbons
056ae5b2-6c68-48fa-ad84-b37118cf75bc,Graduation glowup #graduation #glowuptips #beautyhacks,,English,10,https://i.ytimg.com/vi/XnF8nEHQF54/hqdefault.jpg,https://www.youtube.com/watch?v=XnF8nEHQF54,Sahana K,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:32:24.620568+00,2026-04-03 20:32:24.620568+00,Traditional Festivals
058c7a79-240a-4081-958c-21c6168392cd,Graphs of Logarithmic Functions 1|Grade 10 Mathematics |Unit 3 Exponential and Logarithmic Functions,ethiopian #education ለጥያቄዎች እና ለውይይት @tmhrtdiscussion ብለው telegram ላይ ይቀላቀሉን.,Mathematics,10,https://i.ytimg.com/vi/qdiuyPTxET0/hqdefault.jpg,https://www.youtube.com/watch?v=qdiuyPTxET0,Tmhrt Ethiopia,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:30.510086+00,2026-04-03 20:31:30.510086+00,Exponential and Logarithmic Functions
05d48365-ad88-4592-b8fe-472a5e8d5c9f,Grade 9 physics unit 4 part 2 | Force Work Energy &amp; Power,"physics #grade9 #unit4 Dear students, if you subscribe to this channel, you will be able to find beautiful studies from 7th grade to ...",Physics,9,https://i.ytimg.com/vi/XPehOQhfzLM/hqdefault.jpg,https://www.youtube.com/watch?v=XPehOQhfzLM,Ethiopian Online Education ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:29:09.649954+00,2026-04-03 20:29:09.649954+00,Physics and Help to Other Sciences
05e17370-8e30-49a9-9ff3-d2a4cfc80f46,Revision for Grade 12... Civics G-11/U1&amp;2 -እውቀት ከለባዊያን 33 @ArtsTvWorld,Revision for Grade 12.... Civics G-11/U1&2- እውቀት ከለባዊያን 33 Subscribe: ...,English,12,https://i.ytimg.com/vi/KcSk2onNLE0/hqdefault.jpg,https://www.youtube.com/watch?v=KcSk2onNLE0,Arts Tv World,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:28:09.876694+00,2026-04-03 20:28:09.876694+00,Conflict Management
06060825-2a29-431c-b469-9851d3800bb3,ICT Grade 10 (English Medium) Chapter 1 - (Part 2) -Information and Communication Technology,This is the second part of the chapter 1 where we discuss information systems. Download ebook ...,English,10,https://i.ytimg.com/vi/78n4DdD4vtc/hqdefault.jpg,https://www.youtube.com/watch?v=78n4DdD4vtc,Iklid Learning - English Medium Academy,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:32:58.305461+00,2026-04-03 20:32:58.305461+00,Information Technology
061430a4-bff0-4adf-bc96-c0fe96f45d61,Bonds in carbon compounds / Organic Chemistry - ክፍል 1 ከሙሉ ማብራሪያ ጋር,"TiletAcademy#ጥለትአካዳሚ#OrganicChemistry, #GeneralChemistry, and #chemistry to get more tutorials please #Subscribe, ...",Chemistry,10,https://i.ytimg.com/vi/LLbWrLhctiY/hqdefault.jpg,https://www.youtube.com/watch?v=LLbWrLhctiY, Tilet Academy - ጥለት አካዳሚ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:33:17.573584+00,2026-04-03 20:33:17.573584+00,Introduction to Organic Chemistry
064bf712-5859-4115-80f9-af23e37c8b90,10th Standard|Mathematics|Surface area &amp; volume|Target40|passing Package| #maths #surfaceareavolume,10th Standard|Mathematics|Coordinate geometry|Target-40|passing Package| #maths #Coordinate geometry . . . . . . . . 10th ...,Mathematics,10,https://i.ytimg.com/vi/h5QOGGcnYP8/hqdefault.jpg,https://www.youtube.com/watch?v=h5QOGGcnYP8,School Science Jadesha A Nadavi,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:32:06.03661+00,2026-04-03 20:32:06.03661+00,Coordinate Geometry
0672dd5a-31de-4b9b-992b-6ea3ef11ceb3,Cylinders|Grade 10 Mathematics |Unit 6 - Solid Figures,ethiopian #education ለጥያቄዎች እና ለውይይት @tmhrtdiscussion ብለው telegram ላይ ይቀላቀሉን.,Mathematics,10,https://i.ytimg.com/vi/eqYuwRQDsPI/hqdefault.jpg,https://www.youtube.com/watch?v=eqYuwRQDsPI,Tmhrt Ethiopia,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:55.608288+00,2026-04-03 20:31:55.608288+00,Solid Figures
068900ae-d177-45a9-86ba-9840981f3c10,Force of Friction,Statice and Kinetic friction.,Physics,9,https://i.ytimg.com/vi/NoQRw2r80ys/hqdefault.jpg,https://www.youtube.com/watch?v=NoQRw2r80ys,My seed,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:29:24.587181+00,2026-04-03 20:29:24.587181+00,"Force, Newton's Laws of Motion and Static Equilibrium"
072401cc-8f32-45b4-9123-8ce91461a0fb,Solve Linear System Equations in Seconds! | Super Simple Amharic Trick for Simultaneous Equations,"Solve linear system equations, also called simultaneous equations, fast using a simple method in Amharic! Perfect for Grade 9–10 ...",Amharic,9,https://i.ytimg.com/vi/QS-rsy0cUxM/hqdefault.jpg,https://www.youtube.com/watch?v=QS-rsy0cUxM,Maths Board by ሷሊሀት,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:55.009864+00,2026-04-03 20:30:55.009864+00,
0786b60a-3552-4ff9-8d47-176f30c6d539,Grade 10 Maths Unit 2: Exercise 2.18 (based on 2.4 Rational Zero Test) | Saquama | ሳቋማ,"This video is based on the Ethiopian new curriculum Grade 10 Maths Unit 2: Polynomial Functions. In this video, we discuss ...",Mathematics,10,https://i.ytimg.com/vi/MftLwBZ5VmY/hqdefault.jpg,https://www.youtube.com/watch?v=MftLwBZ5VmY,ሳቋማ Saquama,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:19.388283+00,2026-04-03 20:31:19.388283+00,Polynomial Functions
07936959-4006-4ce3-9933-2d4ec1289a7a,History Grade 9 Chapter 1 part 1 | Meaning of Prehistory and History | የ9ኛ ክፍል የታሪክ ትምህርት ምዕራፍ 1,"history #grade9 #unit1 Dear students, if you subscribe to this channel, you will be able to find beautiful studies from 7th grade to ...",History,9,https://i.ytimg.com/vi/HMVXuYDxFyQ/hqdefault.jpg,https://www.youtube.com/watch?v=HMVXuYDxFyQ,Ethiopian Online Education ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:28:22.628779+00,2026-04-03 20:28:22.628779+00,
07993a49-81eb-42f6-884f-dbca2542049f,Biology Class - Plant Cell Specialisation,,Biology,10,https://i.ytimg.com/vi/_4rSQukQwfE/hqdefault.jpg,https://www.youtube.com/watch?v=_4rSQukQwfE,Matt Green,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:34:15.49589+00,2026-04-03 20:34:15.49589+00,Sub-cellular Structures
0870ae92-d225-47fd-a56a-af2bdfe85615,Optimum Population [Grade 9 U6L2],Geography #Grade9 #PopulationChange Explore the intricate relationship between human activities and the natural environment ...,Biology,9,https://i.ytimg.com/vi/Z_ckowHKmls/hqdefault.jpg,https://www.youtube.com/watch?v=Z_ckowHKmls,AliSpring Educ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:55:11.902351+00,2026-04-03 20:55:11.902351+00,Population and Natural Resources
08b03af8-211b-4684-a874-f734cb65e056,Population Growth |Grade 10 Mathematics |Unit 3 - Exponential and Logarithmic Functions,ለጥያቄዎች እና ለውይይት @tmhrtdiscussion ብለው telegram ላይ ይቀላቀሉን.,Mathematics,10,https://i.ytimg.com/vi/UfnBCblgp4Y/hqdefault.jpg,https://www.youtube.com/watch?v=UfnBCblgp4Y,Tmhrt Ethiopia,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:29.516116+00,2026-04-03 20:31:29.516116+00,Exponential and Logarithmic Functions
098fd07d-715b-4e13-b70d-4165c2afad0c,Grade 9 Math Unit 4: 4 .4 .1 Solving quadratic inequalities using product properties &amp; Exercise 4.9,This video is based on the Ethiopian new curriculum Grade 9 Math Unit 4: Solving Inequalities.Here we discuss Quadratic ...,Mathematics,9,https://i.ytimg.com/vi/JtxQVHwTx38/hqdefault.jpg,https://www.youtube.com/watch?v=JtxQVHwTx38,ሳቋማ Saquama,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:26:44.397232+00,2026-04-03 20:26:44.397232+00,Solving Inequalities
09b2e08a-46f7-4864-b615-07483d5e79d4,Economics Grade 9 Unit 3 Economic Resources and Markets. (Amharic) ጊዜ ለሌላችሁ በአጭሩ ይሄን አጥኑ።,Study Economics Online for Free | Grade 9 Unit 3 – Economic Resources and Markets. All courses on Atenu.org are 100% free ...,Business,9,https://i.ytimg.com/vi/xHHacO_SSvQ/hqdefault.jpg,https://www.youtube.com/watch?v=xHHacO_SSvQ,Atenu,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:51.74825+00,2026-04-03 20:30:51.74825+00,
09b5840e-52ff-400b-82fc-0e2e4b55bdce,Grade 10 Maths Unit 3: 3.3.1 The Logarithmic Function (3.3 The Logarithmic Functions &amp; Their Graphs),This video is based on the Ethiopian new curriculum Grade 10 Maths Unit 3: Exponential and Logarithmic Functions.In this video ...,Mathematics,10,https://i.ytimg.com/vi/PGJGZDz8Oko/hqdefault.jpg,https://www.youtube.com/watch?v=PGJGZDz8Oko,ሳቋማ Saquama,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:31.588445+00,2026-04-03 20:31:31.588445+00,Exponential and Logarithmic Functions
09ec8161-b974-46ef-8e33-fc4177cd548d,Grade 12 Biology Unit 2 (Full  Part): Ecology,This is Yeshaneh Tube፡ የሻነህ ቲዩብ Join the channel and gate free unlimited access for Biology and related courses Please ...,Biology,12,https://i.ytimg.com/vi/51vReVHQ3ec/hqdefault.jpg,https://www.youtube.com/watch?v=51vReVHQ3ec,Yeshaneh Tube: የሻነህ ቲዩብ ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:34:49.809996+00,2026-04-03 20:34:49.809996+00,Ecology and Environment
09fab6fd-b38b-4adb-85fb-a6a41c01b835,Polynomial Functions /በተደጋጋሚ ማትሪክ ላይ የሚመጡ ጥያቄዎች ክፍል 21,polynomial #polynomialfunction #entranceexam #entranceexam2023 #ማትሪክ #ተደጋጋሚጥያቄዎች ...,Mathematics,10,https://i.ytimg.com/vi/lPnlVLfq_lI/hqdefault.jpg,https://www.youtube.com/watch?v=lPnlVLfq_lI,Maths Comi Tutor,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:20.401892+00,2026-04-03 20:31:20.401892+00,Polynomial Functions
0ac50d78-f94e-485f-8f9a-162f92302f77,🧪 Dive Into Science: Test Your Knowledge Now! #quiz #facts #science,Put your knowledge to the test with this fascinating science quiz designed for curious minds. Challenge yourself with questions on ...,English,9,https://i.ytimg.com/vi/sUex9t5cs8I/hqdefault.jpg,https://www.youtube.com/watch?v=sUex9t5cs8I,QuizzyVibes,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:28:05.91518+00,2026-04-03 20:28:05.91518+00,Invention and Creative Ideas
0acc11b9-c47d-4773-abca-ca791f7f48ab,Grade 9 Economics – Chapter 1: What is Economics? Afaan Oromo &amp; English,Ethiopia Grade 9 Economics – Afaan Oromo / English Lessons Grade 9 Economics Textbook Explained | Ethiopia Curriculum ...,English,9,https://i.ytimg.com/vi/ZgbsFche4As/hqdefault.jpg,https://www.youtube.com/watch?v=ZgbsFche4As,EthioLearn Hub,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:52.78388+00,2026-04-03 20:30:52.78388+00,
0b220dee-bd7f-410d-b0d2-8470054e7358,Grade 9 Biology Module 1(Unit 1 Introduction to Biology),Yididya Distance Academy presents grade 7-12 lessons. The videos were recorded from virtual zoom classes during regular ...,Biology,9,https://i.ytimg.com/vi/nXHLkkYlKGA/hqdefault.jpg,https://www.youtube.com/watch?v=nXHLkkYlKGA,Yididya Academy,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:01.075283+00,2026-04-03 20:30:01.075283+00,Introduction to Biology
0b61127a-71c1-41e8-97a1-7807a1600196,Activity 3.5 | Quadratic Inequalities,Let us Do the exercises together.,Mathematics,10,https://i.ytimg.com/vi/unaxwnHzs3c/hqdefault.jpg,https://www.youtube.com/watch?v=unaxwnHzs3c,MathMadeEasy,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:32:13.086799+00,2026-04-03 20:32:13.086799+00,Mathematical Reasoning
0ba41fd8-0ce5-494a-a7a3-c1e4b02af3a2,Online Classes# Ananya Classes#Grade 7 Integers (Part 4),"Properties of division of Integers, simplification rule(BODMAS), Integers, Class 7, Ananya Classes, which will be beneficial for ...",Mathematics,9,https://i.ytimg.com/vi/OgsuvlHeBsM/hqdefault.jpg,https://www.youtube.com/watch?v=OgsuvlHeBsM,"Ananya Classes, Jodhpur",0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:26:54.869707+00,2026-04-03 20:26:54.869707+00,Introduction to Trigonometry
0bc06765-b0b2-45f6-aa8f-39dd9b08804c,Grade 9 Maths | Chapter 1 | Further on Sets | 2010-2017 EUE Detail Explanation,"Welcome to Oda Academy In this video, we will go through Grade 9 Mathematics, Chapter 1: Further on Sets with full detailed ...",Mathematics,9,https://i.ytimg.com/vi/UZMD0DAAGNU/hqdefault.jpg,https://www.youtube.com/watch?v=UZMD0DAAGNU,Nati Tech Zone ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:26:29.722097+00,2026-04-03 20:26:29.722097+00,Further on Sets
0bd5fe4a-20e7-48f8-ad64-b4dfa8629816,Ethiopian Grade 10 Physics Unit 5 #6 Semiconductor Devices,,Physics,10,https://i.ytimg.com/vi/74b_ewBxf2c/hqdefault.jpg,https://www.youtube.com/watch?v=74b_ewBxf2c,Ethiopian Education,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:34:02.713521+00,2026-04-03 20:34:02.713521+00,Basics of Electronics
0c60fa33-765e-42c3-a955-206480f70bb4,Grade 10 ICT - unit2 part 1,Grade 10 #ICT #unit 02 #part 1.,ICT,10,https://i.ytimg.com/vi/Ygb1SYW5X1c/hqdefault.jpg,https://www.youtube.com/watch?v=Ygb1SYW5X1c,Mahesh Kumara,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:54:52.605548+00,2026-04-03 20:54:52.605548+00,
0c89fda5-781a-4c94-85b7-21f049c7991e,population distribution and settlement pattern for grade 9 students,In this video I like to share about the concept of population distribution and settlement pattern#geography #environment #nature ...,Biology,9,https://i.ytimg.com/vi/hhzFpo5UlRg/hqdefault.jpg,https://www.youtube.com/watch?v=hhzFpo5UlRg,Bridge education,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:55:14.747389+00,2026-04-03 20:55:14.747389+00,Population and Natural Resources
0c928438-baac-4d93-9106-3c8217ad7f34,ኒውክሊየር ፊዥን እና ፊውዥን (nuclear fission/fusion) | science and technology in amharic | ethiopian news,ኒውክሊየር Fission እና fusion የሃይል ምንጮች ሲሆኑ አተሞችን በመሰንጠቅ እና በማዋህድ በመጠኑ እጅግ ከፍተኛ ...,Physics,11,https://i.ytimg.com/vi/Qgluk20NpBU/hqdefault.jpg,https://www.youtube.com/watch?v=Qgluk20NpBU,TechNuro,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:55:08.884429+00,2026-04-03 20:55:08.884429+00,Nuclear Physics
0cd56574-461d-4e9b-ad6f-86b01f731659,Speech on Technology|| English Writing|| English speech #trending #viral,,English,9,https://i.ytimg.com/vi/ahvz94KFuyg/hqdefault.jpg,https://www.youtube.com/watch?v=ahvz94KFuyg,Apki Pathshala,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:28:06.386809+00,2026-04-03 20:28:06.386809+00,Invention and Creative Ideas
0cf7105c-8ba1-48ad-a432-01410eaee847,Grade 9 Citizenship Education Unit 1 Ethical Values #Lesson 1 &quot;The Meaning of ethics&quot; Part one,abelbirhanu #ethiopia #artstvworld #etv #gmntvethiopia #obn #fetadaily #budapest2023 #educationchannel ...,Civics,9,https://i.ytimg.com/vi/aQ0zL2puTMU/hqdefault.jpg,https://www.youtube.com/watch?v=aQ0zL2puTMU,New Ethiopian Educationl Channel ,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:29.509708+00,2026-04-03 20:30:29.509708+00,
0d2e5412-5bff-47bd-a596-6ac9b675a5ca,Grade 9 Biology Unit 1: Introduction to Biology |GlobeDock Academy|,"Welcome to GlobeDock Academy, where education meets innovation! At GlobeDock Academy, our goal is to provide excellent ...",Biology,9,https://i.ytimg.com/vi/L7CoSbnIE4g/hqdefault.jpg,https://www.youtube.com/watch?v=L7CoSbnIE4g,GlobeDock Academy,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:29:50.265877+00,2026-04-03 20:29:50.265877+00,Introduction to Biology
0d332720-3b42-41cb-85f9-a2c9718d01e6,Ethiopian Grade 9 Math Unit 5 Part 1 | Geometry and Measurement,This tutor is Ethiopian Grade 9 Math Unit 5. The chapter is Geometry and Measurement. This part 1 covers 5.1 Regular Polygons.,Mathematics,9,https://i.ytimg.com/vi/nHgc7cKlWcc/hqdefault.jpg,https://www.youtube.com/watch?v=nHgc7cKlWcc,Dynamic Tutorial and Training Services,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:26:56.531499+00,2026-04-03 20:26:56.531499+00,Geometry and Measurement
0d725f54-dedc-4de3-9c70-d37201ee7f84,Exam Questions on the Kingdom Monera (Grade 9 Biology),"Welcome to Biology Tutorial Hub channel! This video is designated for studying high school biology classes. In this video, we ...",Biology,9,https://i.ytimg.com/vi/uiID6TC7PiM/hqdefault.jpg,https://www.youtube.com/watch?v=uiID6TC7PiM,Biology Tutorial Hub,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:30:21.476635+00,2026-04-03 20:30:21.476635+00,"Human Health, Nutrition and Disease"
0df51b7b-8d65-4f62-969e-a00f254fa38e,Natural sources of hydrocarbons (በአማርኛ) Grade 10 Chemistry Unit 1 Part 10,"In this video, -Natural gas -Petroleum -Coal *Coal gas, coal tar and coke -Alcohols -Types of alcohols *All these are explained in ...",Chemistry,10,https://i.ytimg.com/vi/zPJgZ_gO0s0/hqdefault.jpg,https://www.youtube.com/watch?v=zPJgZ_gO0s0,Science explained,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:33:19.193829+00,2026-04-03 20:33:19.193829+00,Hydrocarbons
0e9b2412-469d-4f2f-a00f-39179e98376a,"Grade 10 Maths Unit 5: Introduction, 5.1 Symmetrical Properties of Circles &amp;  Exercise 5.1 | Saquama","This video is based on the Ethiopian new curriculum Grade 10 Maths Unit 5: Circles. In this video, we discuss Introduction to the ...",Mathematics,10,https://i.ytimg.com/vi/OerKLap_IpU/hqdefault.jpg,https://www.youtube.com/watch?v=OerKLap_IpU,ሳቋማ Saquama,0,0,False,a764d013-6136-42c3-8c7e-431591317dc9,2026-04-03 20:31:52.034835+00,2026-04-03 20:31:52.034835+00,Circles
